EmployeeID,Name,Department,Gender,Age,Salary,PerformanceScore,JoinDate
2682,Emp_929,Marketing,female,,60000,Average,1/1/2015
2555,Emp_930,Marketing,Male,,,Excellent,1/2/2016
4512,Emp_931,Finance,female,40,,Poor,
4473,Emp_932,Marketing,Male,40,60000,Excellnt,
3094,Emp_933,Marketing,male,25,40000,G00d,1/1/2015
2256,Emp_934,Sales,male,40,60000,Good,1/2/2016
4376,Emp_935,HR,male,50,40000,G00d,1/1/2015
2549,Emp_936,Engineering,female,25,50000,Average,1/2/2016
2166,Emp_937,HR,F,30,60000,Average,1/1/2015
4486,Emp_938,Sales,male,,40000,G00d,3/15/2017
4584,Emp_939,Engineering,Male,35,50000,G00d,1/1/2015
2396,Emp_940,Marketing,male,30,60000,Poor,
4637,Emp_941,Sales,Female,,,Excellent,
4957,Emp_942,Marketing,male,50,60000,Excellnt,
4330,Emp_943,Finance,female,,-10000,Poor,1/1/2015
3703,Emp_944,Sales,F,,60000,Good,
1470,Emp_945,Finance,Female,,-10000,G00d,
4018,Emp_946,Sales,female,999,50000,Good,3/15/2017
2035,Emp_947,Sales,female,50,60000,Good,3/15/2017
2353,Emp_948,Finance,female,45,50000,Poor,1/2/2016
3783,Emp_949,Engineering,Male,45,50000,Excellnt,1/2/2016
3831,Emp_950,HR,female,45,40000,Average,1/2/2016
1967,Emp_951,Marketing,Male,25,50000,Excellent,1/1/2015
1357,Emp_952,Sales,female,40,50000,Average,1/2/2016
4019,Emp_953,Marketing,M,50,60000,Excellnt,1/1/2015
4479,Emp_954,Finance,Female,30,60000,Average,1/1/2015
1667,Emp_955,Marketing,M,999,,G00d,1/2/2016
1372,Emp_956,Finance,female,30,40000,G00d,1/2/2016
2031,Emp_957,Marketing,Female,30,50000,Poor,1/1/2015
2145,Emp_958,HR,Female,30,40000,Good,3/15/2017
2371,Emp_959,HR,F,999,-10000,Excellnt,
3723,Emp_960,HR,M,45,50000,Excellnt,
1089,Emp_961,HR,F,30,40000,Average,
4719,Emp_962,HR,Female,999,,Poor,3/15/2017
3745,Emp_963,HR,Male,999,,Average,1/1/2015
4387,Emp_964,Finance,Female,40,50000,Average,1/2/2016
4249,Emp_965,Sales,F,999,-10000,Excellnt,1/1/2015
1539,Emp_966,Marketing,M,45,,Average,1/1/2015
3779,Emp_967,HR,female,30,,Good,1/2/2016
1868,Emp_968,Finance,female,999,-10000,Average,3/15/2017
1040,Emp_969,Finance,M,25,40000,Good,
1739,Emp_970,Finance,female,999,,Excellnt,
4775,Emp_971,Sales,female,35,60000,Poor,1/1/2015
2946,Emp_972,Marketing,F,35,,G00d,3/15/2017
3549,Emp_973,Sales,M,35,40000,Good,
4006,Emp_974,Engineering,male,999,40000,Poor,3/15/2017
4216,Emp_975,Finance,Male,45,50000,Poor,1/2/2016
2224,Emp_976,Engineering,Male,30,60000,Good,1/1/2015
1928,Emp_977,HR,female,50,40000,Excellnt,1/1/2015
3036,Emp_978,HR,Male,50,-10000,Excellent,3/15/2017
4795,Emp_979,Sales,M,50,60000,Poor,
3508,Emp_980,Marketing,M,45,60000,Poor,3/15/2017
3779,Emp_981,Engineering,Female,40,-10000,Excellnt,1/2/2016
3799,Emp_982,Marketing,Female,,,Excellnt,
1924,Emp_983,Sales,Male,25,-10000,Average,
3956,Emp_984,HR,male,25,-10000,Excellnt,3/15/2017
2581,Emp_985,Marketing,Female,35,,Poor,1/2/2016
4618,Emp_986,Marketing,Female,35,,Good,
4324,Emp_987,HR,M,999,,Excellent,1/1/2015
1389,Emp_988,Engineering,male,50,,Average,1/2/2016
2617,Emp_989,HR,female,999,,Good,
3930,Emp_990,Marketing,Male,,-10000,Excellent,3/15/2017
1255,Emp_991,Engineering,Female,50,50000,Excellent,
1708,Emp_992,Engineering,male,35,50000,Excellent,1/1/2015
2838,Emp_993,HR,male,30,40000,G00d,1/2/2016
2944,Emp_994,Marketing,Male,40,50000,Good,
3497,Emp_995,Sales,male,999,50000,Average,1/1/2015
1009,Emp_996,Marketing,male,40,-10000,Average,
3871,Emp_997,Finance,male,40,,Excellent,
1797,Emp_998,Sales,Female,40,,Good,1/2/2016
4313,Emp_999,Engineering,Male,35,-10000,G00d,3/15/2017
4322,Emp_1000,Sales,male,25,50000,Excellent,3/15/2017
1876,Emp_1001,Engineering,male,35,-10000,Excellnt,1/1/2015
2028,Emp_1002,Engineering,Female,40,40000,Average,1/1/2015
4190,Emp_1003,Sales,Male,35,,Poor,1/1/2015
2015,Emp_1004,Engineering,M,40,60000,Excellent,1/2/2016
2824,Emp_1005,Engineering,Female,45,40000,Excellnt,3/15/2017
1373,Emp_1006,Finance,Male,50,40000,Average,1/1/2015
4136,Emp_1007,Marketing,male,25,-10000,G00d,1/1/2015
3193,Emp_1008,Marketing,Male,45,50000,Good,
1223,Emp_1009,Finance,Male,30,,Average,
2262,Emp_1010,Sales,female,35,60000,Good,1/1/2015
3224,Emp_1011,HR,Male,30,40000,Good,
2802,Emp_1012,HR,M,999,60000,G00d,
1852,Emp_1013,HR,Male,35,50000,G00d,
4353,Emp_1014,Finance,M,,50000,Excellent,1/2/2016
1062,Emp_1015,Finance,male,,60000,Excellent,1/1/2015
2240,Emp_1016,Engineering,M,50,,Average,1/1/2015
4925,Emp_1017,HR,male,45,50000,G00d,
3874,Emp_1018,Sales,male,50,60000,Excellnt,1/2/2016
3842,Emp_1019,Sales,M,999,40000,Average,
1688,Emp_1020,HR,Female,40,60000,Poor,1/2/2016
2484,Emp_1021,HR,F,50,60000,Good,1/1/2015
2633,Emp_1022,HR,Male,50,-10000,Good,
3152,Emp_1023,Finance,female,,50000,Excellent,1/1/2015
4170,Emp_1024,Finance,F,40,,Excellnt,1/2/2016
1510,Emp_1025,Finance,Male,,,G00d,3/15/2017
1384,Emp_1026,Marketing,Male,35,-10000,G00d,1/2/2016
1404,Emp_1027,Sales,male,40,,Excellent,3/15/2017
3870,Emp_1028,Sales,Male,45,60000,Poor,1/1/2015
1517,Emp_1029,Engineering,female,50,-10000,Average,1/1/2015
1475,Emp_1030,Finance,Male,,40000,Average,
3000,Emp_1031,Marketing,M,40,50000,Excellnt,3/15/2017
3756,Emp_1032,Marketing,F,999,50000,Excellent,1/2/2016
4934,Emp_1033,Sales,M,999,50000,Excellent,1/1/2015
2668,Emp_1034,Finance,female,50,60000,Poor,3/15/2017
2893,Emp_1035,Engineering,Male,45,40000,Average,1/2/2016
3818,Emp_1036,Finance,female,30,-10000,Excellent,3/15/2017
2460,Emp_1037,HR,male,,-10000,G00d,1/2/2016
4094,Emp_1038,Finance,M,45,50000,Excellnt,1/2/2016
4044,Emp_1039,HR,M,25,40000,Average,1/2/2016
4636,Emp_1040,HR,Female,25,40000,Poor,1/2/2016
3724,Emp_1041,Engineering,Male,25,40000,Excellnt,3/15/2017
1713,Emp_1042,Sales,male,50,,Good,3/15/2017
4529,Emp_1043,Finance,M,999,,G00d,
1082,Emp_1044,HR,M,35,50000,Poor,3/15/2017
2168,Emp_1045,Finance,male,,40000,Excellnt,3/15/2017
4156,Emp_1046,Sales,female,999,40000,Excellent,
4149,Emp_1047,Sales,female,35,-10000,Good,3/15/2017
3504,Emp_1048,Marketing,Male,35,-10000,Poor,1/2/2016
2901,Emp_1049,Sales,Female,999,50000,Excellent,1/1/2015
3048,Emp_1050,Engineering,M,,40000,G00d,1/1/2015
1050,Emp_1051,HR,Female,50,50000,Good,
1684,Emp_1052,Marketing,female,45,-10000,Average,3/15/2017
1716,Emp_1053,Engineering,female,35,-10000,Excellent,3/15/2017
4843,Emp_1054,Finance,F,30,,Excellnt,
2469,Emp_1055,HR,Male,999,50000,Poor,1/1/2015
1448,Emp_1056,Sales,F,999,50000,Good,1/2/2016
1880,Emp_1057,HR,F,25,40000,Excellent,3/15/2017
1487,Emp_1058,Finance,F,45,40000,Average,
2823,Emp_1059,Marketing,Male,25,,Poor,1/2/2016
3081,Emp_1060,Marketing,Male,999,60000,Poor,
4419,Emp_1061,Marketing,male,999,60000,Excellent,
3142,Emp_1062,Sales,Female,35,60000,Average,
4143,Emp_1063,Engineering,Female,45,50000,G00d,1/1/2015
2574,Emp_1064,Engineering,male,40,50000,G00d,1/1/2015
3201,Emp_1065,HR,male,30,-10000,Good,
1249,Emp_1066,Sales,female,,50000,Excellent,3/15/2017
1673,Emp_1067,Marketing,F,35,50000,Good,1/2/2016
1437,Emp_1068,Marketing,male,999,50000,G00d,3/15/2017
3165,Emp_1069,Finance,M,,,Poor,1/1/2015
1770,Emp_1070,Finance,Female,35,50000,Good,1/2/2016
4962,Emp_1071,Marketing,male,30,40000,Average,
4377,Emp_1072,Marketing,M,999,40000,Excellnt,3/15/2017
1267,Emp_1073,Sales,M,30,-10000,G00d,3/15/2017
2984,Emp_1074,Engineering,M,,,G00d,
2077,Emp_1075,Finance,female,40,40000,Average,3/15/2017
1235,Emp_1076,Engineering,female,35,,Good,1/1/2015
1388,Emp_1077,Sales,M,50,,Excellent,
4037,Emp_1078,Marketing,female,35,-10000,Poor,3/15/2017
4805,Emp_1079,Engineering,F,25,,Excellnt,
1762,Emp_1080,Marketing,M,45,50000,Excellent,1/2/2016
2848,Emp_1081,Marketing,F,45,,Excellent,
3448,Emp_1082,HR,F,25,-10000,Average,3/15/2017
1623,Emp_1083,Engineering,M,999,-10000,Good,1/1/2015
3814,Emp_1084,Engineering,Female,45,-10000,G00d,
4374,Emp_1085,Marketing,M,30,40000,G00d,
3966,Emp_1086,Sales,M,,50000,Average,3/15/2017
4278,Emp_1087,HR,female,,40000,Good,1/1/2015
2252,Emp_1088,Marketing,M,45,60000,Average,1/1/2015
3900,Emp_1089,Finance,Female,45,50000,G00d,1/2/2016
4981,Emp_1090,Finance,female,25,,Excellent,1/2/2016
1577,Emp_1091,HR,Male,999,-10000,Poor,3/15/2017
3122,Emp_1092,Sales,Male,40,60000,Good,1/1/2015
1434,Emp_1093,Marketing,F,45,50000,Excellnt,1/1/2015
3150,Emp_1094,Engineering,F,50,40000,Excellnt,1/2/2016
4493,Emp_1095,HR,Female,45,-10000,Excellent,1/2/2016
4775,Emp_1096,Sales,male,40,40000,Average,3/15/2017
1763,Emp_1097,Engineering,Male,25,50000,Average,1/1/2015
3785,Emp_1098,Finance,F,40,50000,G00d,
3853,Emp_1099,Finance,Male,25,60000,Excellent,1/2/2016
2329,Emp_1100,Engineering,Female,30,,G00d,3/15/2017
3145,Emp_1101,HR,Female,25,40000,G00d,1/1/2015
4921,Emp_1102,Finance,male,30,60000,Excellnt,1/1/2015
3845,Emp_1103,Marketing,male,30,-10000,G00d,1/2/2016
2358,Emp_1104,Engineering,female,25,,G00d,3/15/2017
3906,Emp_1105,Engineering,Female,50,60000,Excellnt,
3482,Emp_1106,Finance,F,35,40000,Average,1/2/2016
1446,Emp_1107,HR,Male,25,50000,Good,3/15/2017
3017,Emp_1108,Marketing,M,45,-10000,Poor,1/1/2015
2331,Emp_1109,HR,male,50,40000,G00d,
1248,Emp_1110,Sales,M,50,,Good,3/15/2017
1165,Emp_1111,Sales,F,45,,Excellnt,
4552,Emp_1112,Finance,male,35,50000,Good,3/15/2017
4031,Emp_1113,Finance,M,50,50000,Poor,3/15/2017
2358,Emp_1114,Finance,F,30,-10000,Good,3/15/2017
2019,Emp_1115,Sales,Male,,-10000,Good,3/15/2017
1541,Emp_1116,HR,F,35,50000,Good,
1758,Emp_1117,HR,female,999,50000,Good,1/2/2016
4177,Emp_1118,Finance,male,45,,Excellent,
4634,Emp_1119,Marketing,Female,35,50000,G00d,3/15/2017
3128,Emp_1120,HR,Male,25,60000,Excellnt,
3180,Emp_1121,Sales,M,,40000,Poor,
1796,Emp_1122,Engineering,male,35,50000,Excellnt,
3947,Emp_1123,Engineering,Female,30,-10000,Excellent,3/15/2017
1137,Emp_1124,Engineering,F,,60000,Excellent,
3231,Emp_1125,Marketing,Female,25,-10000,Excellent,1/1/2015
4472,Emp_1126,Finance,male,40,60000,G00d,3/15/2017
2353,Emp_1127,Sales,male,45,50000,Excellent,
3832,Emp_1128,Marketing,female,,40000,Good,1/1/2015
4579,Emp_1129,Sales,female,45,-10000,Excellnt,
2875,Emp_1130,Sales,Female,35,60000,Average,1/2/2016
4031,Emp_1131,Finance,F,50,,Poor,
1068,Emp_1132,Engineering,Female,25,50000,Excellent,
3593,Emp_1133,Finance,male,40,40000,Excellnt,1/2/2016
4845,Emp_1134,Marketing,male,25,50000,Excellent,3/15/2017
3100,Emp_1135,Marketing,M,45,,G00d,1/2/2016
2473,Emp_1136,Marketing,female,25,40000,Excellent,3/15/2017
1204,Emp_1137,Finance,M,40,,Excellent,1/2/2016
3173,Emp_1138,Sales,Male,50,50000,Excellent,
4818,Emp_1139,Sales,male,35,60000,Excellent,
1042,Emp_1140,HR,M,30,50000,Poor,3/15/2017
4823,Emp_1141,Marketing,Female,25,50000,Excellnt,3/15/2017
2906,Emp_1142,Sales,female,,50000,G00d,1/1/2015
3158,Emp_1143,HR,female,30,-10000,Excellent,1/1/2015
1760,Emp_1144,Sales,F,45,,Excellent,
4734,Emp_1145,Marketing,Female,35,,Excellent,
4254,Emp_1146,Engineering,F,999,,Excellent,1/1/2015
3895,Emp_1147,Marketing,M,35,-10000,Good,1/1/2015
3142,Emp_1148,Finance,Male,25,60000,Good,3/15/2017
2994,Emp_1149,Sales,Female,,50000,Average,1/2/2016
4445,Emp_1150,Sales,Female,50,60000,Excellent,3/15/2017
2935,Emp_1151,Finance,Female,35,-10000,Average,1/1/2015
4591,Emp_1152,Finance,F,25,,Poor,
1899,Emp_1153,Engineering,M,25,50000,Average,1/1/2015
1359,Emp_1154,Sales,Female,30,40000,Excellnt,
3947,Emp_1155,Sales,Female,35,40000,Good,
2719,Emp_1156,Engineering,female,25,60000,Good,
1280,Emp_1157,HR,Male,30,,Excellent,
4266,Emp_1158,Engineering,female,,40000,Excellent,1/2/2016
2887,Emp_1159,Marketing,female,40,60000,Poor,1/1/2015
4266,Emp_1160,Sales,Male,,-10000,G00d,3/15/2017
1666,Emp_1161,Finance,M,999,60000,Poor,
1092,Emp_1162,Marketing,female,30,60000,Excellnt,
1671,Emp_1163,Sales,M,30,60000,Excellent,3/15/2017
2969,Emp_1164,Engineering,female,25,50000,Excellent,3/15/2017
1060,Emp_1165,Marketing,male,45,60000,Poor,
3681,Emp_1166,Sales,Male,45,60000,Poor,3/15/2017
4122,Emp_1167,HR,female,50,50000,Poor,3/15/2017
4474,Emp_1168,HR,male,45,50000,Good,1/2/2016
4860,Emp_1169,Finance,F,30,-10000,Average,3/15/2017
2028,Emp_1170,Sales,male,50,,Average,1/1/2015
2489,Emp_1171,HR,Female,,40000,Excellent,1/1/2015
1603,Emp_1172,Engineering,female,25,40000,Good,1/1/2015
1681,Emp_1173,Sales,male,,60000,Poor,
4900,Emp_1174,Engineering,M,35,-10000,Excellent,1/1/2015
3581,Emp_1175,Engineering,F,999,60000,Good,1/2/2016
2428,Emp_1176,HR,female,999,40000,Excellnt,1/1/2015
3885,Emp_1177,Sales,Female,30,50000,G00d,
4584,Emp_1178,Marketing,male,30,,Good,1/2/2016
3692,Emp_1179,HR,F,50,-10000,Excellent,1/1/2015
3280,Emp_1180,HR,female,25,50000,Average,1/2/2016
1523,Emp_1181,Sales,F,40,,Poor,1/2/2016
3393,Emp_1182,Sales,Female,30,-10000,G00d,
4117,Emp_1183,Engineering,male,40,-10000,Excellnt,
3593,Emp_1184,Sales,F,,40000,G00d,1/2/2016
2968,Emp_1185,Engineering,F,40,50000,G00d,1/1/2015
2101,Emp_1186,HR,Male,45,-10000,Good,
2753,Emp_1187,Finance,F,25,-10000,Excellent,1/2/2016
2836,Emp_1188,Marketing,Male,999,,Excellent,3/15/2017
4994,Emp_1189,HR,male,999,40000,G00d,3/15/2017
4144,Emp_1190,Sales,female,40,60000,Poor,
3841,Emp_1191,Marketing,female,999,40000,Excellent,1/1/2015
3296,Emp_1192,Finance,male,,60000,G00d,3/15/2017
3094,Emp_1193,Finance,male,25,50000,Excellent,3/15/2017
2144,Emp_1194,Engineering,M,45,50000,Poor,3/15/2017
3261,Emp_1195,Marketing,male,25,-10000,Excellnt,1/1/2015
3286,Emp_1196,Engineering,F,30,50000,G00d,1/1/2015
2079,Emp_1197,HR,female,40,-10000,Average,
3397,Emp_1198,Marketing,Female,25,40000,Average,
1106,Emp_1199,HR,female,,50000,G00d,3/15/2017
3878,Emp_1200,Engineering,Male,999,40000,Good,1/1/2015
1047,Emp_1201,Marketing,female,35,40000,Excellnt,1/2/2016
4644,Emp_1202,Engineering,M,25,50000,Good,3/15/2017
1336,Emp_1203,Marketing,male,40,40000,Average,
2049,Emp_1204,Engineering,male,45,50000,Poor,1/1/2015
3851,Emp_1205,Finance,female,999,50000,G00d,
2280,Emp_1206,Engineering,Female,45,50000,Excellent,
3055,Emp_1207,Finance,Female,40,60000,Average,1/1/2015
1624,Emp_1208,Engineering,M,999,40000,Excellnt,3/15/2017
2890,Emp_1209,Marketing,Male,30,,Average,1/1/2015
2276,Emp_1210,Marketing,female,999,50000,Excellnt,3/15/2017
2715,Emp_1211,Marketing,male,30,40000,Excellnt,
3766,Emp_1212,Sales,female,45,-10000,G00d,1/1/2015
1302,Emp_1213,HR,M,45,50000,Excellnt,1/2/2016
1638,Emp_1214,Marketing,F,40,50000,Good,3/15/2017
1055,Emp_1215,Finance,F,30,,Poor,1/2/2016
1725,Emp_1216,Marketing,M,45,60000,Average,3/15/2017
1525,Emp_1217,Sales,male,30,60000,Poor,1/1/2015
1473,Emp_1218,Finance,M,45,50000,Excellent,1/2/2016
1027,Emp_1219,Sales,male,999,40000,Average,1/1/2015
3125,Emp_1220,Finance,Female,25,-10000,Poor,3/15/2017
4287,Emp_1221,Engineering,M,,-10000,Poor,3/15/2017
4457,Emp_1222,HR,male,35,40000,G00d,3/15/2017
1364,Emp_1223,HR,M,,50000,G00d,3/15/2017
3713,Emp_1224,Sales,M,999,-10000,Excellent,
1525,Emp_1225,HR,male,50,60000,Excellnt,3/15/2017
3746,Emp_1226,Sales,male,,40000,Average,1/2/2016
2335,Emp_1227,Sales,Male,25,,G00d,3/15/2017
1882,Emp_1228,Sales,M,50,50000,Average,1/1/2015
2030,Emp_1229,HR,F,45,40000,Excellent,
2026,Emp_1230,Sales,M,35,-10000,G00d,1/2/2016
2646,Emp_1231,HR,M,35,50000,G00d,
1918,Emp_1232,Sales,male,45,60000,Excellnt,
3797,Emp_1233,Marketing,M,45,50000,Average,
3410,Emp_1234,Sales,female,30,50000,Average,1/1/2015
2774,Emp_1235,Finance,M,45,60000,Average,
2531,Emp_1236,Sales,female,40,60000,Excellnt,
4345,Emp_1237,Engineering,F,,50000,G00d,3/15/2017
4577,Emp_1238,Sales,male,45,60000,Excellent,1/1/2015
3853,Emp_1239,Finance,M,40,40000,Average,1/2/2016
3786,Emp_1240,Finance,female,45,60000,Poor,1/2/2016
2906,Emp_1241,HR,female,30,60000,Excellnt,1/2/2016
4086,Emp_1242,Marketing,female,40,50000,Good,1/1/2015
2215,Emp_1243,Sales,Female,,40000,Excellent,1/2/2016
2654,Emp_1244,HR,Male,25,,Poor,1/1/2015
1484,Emp_1245,Marketing,F,40,,Average,3/15/2017
3075,Emp_1246,Sales,M,999,-10000,Good,3/15/2017
1713,Emp_1247,Engineering,Female,30,60000,Excellent,1/1/2015
2062,Emp_1248,Sales,M,50,60000,Excellnt,1/2/2016
2976,Emp_1249,Finance,M,,40000,Good,1/1/2015
2296,Emp_1250,Finance,male,40,,G00d,1/1/2015
2254,Emp_1251,Engineering,male,999,-10000,Good,
3133,Emp_1252,HR,male,999,40000,Poor,1/1/2015
4545,Emp_1253,Marketing,Female,,60000,Excellent,
1125,Emp_1254,Sales,M,,,Poor,3/15/2017
3859,Emp_1255,Finance,Male,999,-10000,Poor,
1536,Emp_1256,HR,F,45,50000,Average,1/1/2015
3192,Emp_1257,Engineering,male,999,,Excellnt,3/15/2017
4596,Emp_1258,Finance,male,45,-10000,Good,
4283,Emp_1259,Engineering,M,50,40000,Excellent,1/1/2015
3072,Emp_1260,Sales,M,30,50000,G00d,3/15/2017
2603,Emp_1261,Marketing,Female,35,-10000,Excellnt,
4465,Emp_1262,Finance,Female,45,-10000,Excellnt,1/1/2015
1066,Emp_1263,Finance,male,999,60000,Excellent,1/1/2015
1232,Emp_1264,Sales,M,999,,Excellnt,1/2/2016
3156,Emp_1265,HR,Male,25,60000,Average,1/2/2016
2169,Emp_1266,Marketing,F,999,50000,Excellnt,
3158,Emp_1267,Finance,M,30,-10000,Average,
3275,Emp_1268,Marketing,M,40,60000,Good,
1110,Emp_1269,Finance,female,40,,Good,1/1/2015
2493,Emp_1270,Marketing,Female,999,50000,Poor,
3081,Emp_1271,Engineering,F,25,40000,Average,1/1/2015
1622,Emp_1272,Finance,male,45,60000,G00d,
4847,Emp_1273,Marketing,M,30,50000,Good,1/1/2015
4440,Emp_1274,HR,male,25,40000,Excellnt,1/1/2015
3795,Emp_1275,Engineering,M,45,60000,Excellent,1/2/2016
3642,Emp_1276,Engineering,male,30,50000,Excellent,3/15/2017
4625,Emp_1277,HR,F,999,50000,Average,1/1/2015
3472,Emp_1278,Marketing,Female,40,60000,G00d,
3660,Emp_1279,Sales,F,30,50000,Poor,1/2/2016
2541,Emp_1280,HR,female,999,-10000,Excellnt,
3739,Emp_1281,Marketing,Male,50,60000,Average,
2305,Emp_1282,HR,Female,35,50000,Excellent,1/1/2015
4391,Emp_1283,HR,F,30,40000,Average,1/1/2015
2761,Emp_1284,Finance,female,35,40000,Excellnt,3/15/2017
4514,Emp_1285,Marketing,Male,30,-10000,G00d,1/1/2015
2975,Emp_1286,Sales,female,35,60000,G00d,1/1/2015
3362,Emp_1287,Finance,M,50,50000,Good,3/15/2017
1876,Emp_1288,HR,M,40,50000,Excellnt,
2989,Emp_1289,HR,male,,40000,Good,3/15/2017
4812,Emp_1290,HR,Female,45,-10000,Good,3/15/2017
4448,Emp_1291,Marketing,M,35,40000,Good,3/15/2017
2312,Emp_1292,Marketing,female,50,40000,Average,1/2/2016
2460,Emp_1293,Finance,Female,35,-10000,Excellent,
3709,Emp_1294,Sales,M,40,60000,G00d,1/2/2016
3324,Emp_1295,Finance,male,35,50000,Average,1/2/2016
2733,Emp_1296,Engineering,F,50,60000,Excellent,1/1/2015
2605,Emp_1297,HR,male,999,,G00d,3/15/2017
2526,Emp_1298,HR,Male,50,,Excellnt,3/15/2017
3671,Emp_1299,HR,M,,,G00d,1/2/2016
3563,Emp_1300,Finance,Male,,-10000,G00d,1/1/2015
4421,Emp_1301,Finance,Male,,40000,G00d,1/1/2015
3890,Emp_1302,HR,female,25,60000,Poor,1/1/2015
4517,Emp_1303,Finance,Female,40,50000,Excellnt,
4901,Emp_1304,Marketing,female,999,,Average,1/2/2016
3397,Emp_1305,Marketing,M,25,60000,Average,
2630,Emp_1306,Finance,Male,40,,Excellent,1/1/2015
4735,Emp_1307,HR,F,999,,Average,1/1/2015
3870,Emp_1308,Finance,Male,35,50000,Good,1/1/2015
2160,Emp_1309,Finance,F,999,-10000,G00d,3/15/2017
1758,Emp_1310,Finance,female,50,40000,Average,1/2/2016
3946,Emp_1311,Engineering,female,25,-10000,Excellent,3/15/2017
1242,Emp_1312,Marketing,Female,35,60000,Excellent,
3590,Emp_1313,Sales,Male,50,-10000,Good,3/15/2017
2063,Emp_1314,Sales,male,40,60000,Excellent,1/2/2016
1228,Emp_1315,Engineering,female,999,60000,Poor,3/15/2017
3595,Emp_1316,Finance,female,50,40000,G00d,1/1/2015
1919,Emp_1317,Engineering,Female,35,50000,G00d,
2246,Emp_1318,Engineering,F,25,40000,G00d,
1005,Emp_1319,HR,Female,25,-10000,Excellnt,1/1/2015
4393,Emp_1320,Marketing,Male,,60000,Average,1/1/2015
1467,Emp_1321,Sales,M,999,,Poor,1/1/2015
2755,Emp_1322,Finance,M,50,,Average,1/2/2016
1074,Emp_1323,Sales,F,,60000,Poor,3/15/2017
1003,Emp_1324,Sales,female,35,40000,Average,
2870,Emp_1325,Marketing,F,,50000,Good,3/15/2017
1645,Emp_1326,Sales,female,30,40000,Excellent,1/1/2015
1117,Emp_1327,Sales,female,40,60000,Excellent,1/1/2015
3928,Emp_1328,Engineering,M,,60000,Good,3/15/2017
2629,Emp_1329,Marketing,F,40,50000,Poor,
3551,Emp_1330,HR,Female,35,-10000,Excellnt,1/2/2016
3021,Emp_1331,Finance,female,30,-10000,Poor,3/15/2017
1946,Emp_1332,Sales,male,25,50000,Excellent,1/1/2015
3621,Emp_1333,Finance,male,999,-10000,Excellnt,1/1/2015
2464,Emp_1334,HR,Female,45,,Average,1/2/2016
1193,Emp_1335,Finance,male,45,-10000,Excellnt,3/15/2017
1846,Emp_1336,HR,Male,999,-10000,Poor,1/2/2016
3762,Emp_1337,Engineering,female,35,-10000,Good,1/2/2016
2415,Emp_1338,Sales,Female,30,,Average,
4097,Emp_1339,HR,F,30,-10000,Poor,
2458,Emp_1340,Finance,female,40,,Average,1/1/2015
3220,Emp_1341,Sales,Female,25,50000,Excellnt,3/15/2017
4371,Emp_1342,Engineering,M,50,40000,Excellent,
2668,Emp_1343,Sales,F,,50000,Poor,1/1/2015
3373,Emp_1344,HR,M,30,40000,Good,3/15/2017
2433,Emp_1345,Engineering,female,999,50000,Excellnt,1/1/2015
2141,Emp_1346,Finance,F,50,40000,Poor,
3883,Emp_1347,Engineering,male,45,40000,Good,1/1/2015
2810,Emp_1348,Engineering,Female,50,60000,Poor,3/15/2017
1723,Emp_1349,Marketing,female,25,40000,Excellnt,3/15/2017
1224,Emp_1350,Engineering,Male,999,40000,Poor,1/1/2015
1531,Emp_1351,Engineering,F,25,60000,Average,3/15/2017
1112,Emp_1352,Sales,F,50,-10000,Excellnt,1/1/2015
3187,Emp_1353,Finance,female,,-10000,Poor,3/15/2017
1558,Emp_1354,Sales,female,35,60000,Excellent,1/1/2015
3048,Emp_1355,Sales,M,30,,Poor,1/1/2015
3137,Emp_1356,HR,male,999,40000,Average,1/1/2015
1653,Emp_1357,Sales,M,35,40000,Good,1/2/2016
1319,Emp_1358,Marketing,M,50,60000,Good,3/15/2017
2573,Emp_1359,Marketing,male,30,60000,Good,
2828,Emp_1360,HR,Male,40,,Excellent,1/1/2015
2917,Emp_1361,Finance,M,35,-10000,Average,1/2/2016
1138,Emp_1362,Finance,M,35,50000,Excellnt,
4582,Emp_1363,Sales,F,50,-10000,Good,1/1/2015
4939,Emp_1364,Sales,male,45,40000,Average,
3892,Emp_1365,Sales,Female,50,60000,Poor,1/2/2016
3026,Emp_1366,Finance,Male,35,,Excellent,
3306,Emp_1367,Engineering,Male,30,-10000,Average,1/1/2015
4744,Emp_1368,Marketing,male,,,Average,
1901,Emp_1369,Engineering,female,45,-10000,Excellnt,
1689,Emp_1370,Engineering,female,50,40000,Average,1/1/2015
3039,Emp_1371,Finance,F,,50000,Excellnt,1/2/2016
1009,Emp_1372,Engineering,F,999,,Excellent,1/2/2016
1260,Emp_1373,HR,male,50,,Excellent,
2942,Emp_1374,Sales,F,35,50000,Poor,3/15/2017
2673,Emp_1375,HR,Male,,,Excellnt,
3219,Emp_1376,Marketing,Male,35,,Excellnt,3/15/2017
3945,Emp_1377,Sales,Female,40,-10000,Good,
3060,Emp_1378,Engineering,female,,-10000,Good,1/2/2016
2191,Emp_1379,Marketing,male,,50000,Poor,
4713,Emp_1380,Sales,M,50,40000,Excellent,
2619,Emp_1381,Engineering,female,35,,G00d,3/15/2017
1320,Emp_1382,HR,M,999,40000,Good,1/2/2016
2342,Emp_1383,Sales,Female,25,50000,Average,3/15/2017
2636,Emp_1384,Engineering,Female,45,50000,Excellent,
3376,Emp_1385,HR,F,25,-10000,G00d,1/1/2015
3832,Emp_1386,Marketing,Female,45,,Average,
